"variable" "activity" "subject" "avg_mean" "avg_std"
"fBodyAcc-Z" "LAYING" 13 -0.98313164 -0.97720407
"fBodyAcc-Z" "LAYING" 14 -0.30564598 0.15890188
"fBodyAcc-Z" "LAYING" 15 -0.96716414 -0.95026547
"fBodyAcc-Z" "LAYING" 16 -0.96451802 -0.95767709
"fBodyAcc-Z" "LAYING" 17 -0.98174449 -0.96720828
"fBodyAcc-Z" "LAYING" 18 -0.99090119 -0.99096138
"fBodyAcc-Z" "LAYING" 19 -0.98745733 -0.98421193
"fBodyAcc-Z" "LAYING" 20 -0.99194408 -0.99164733
"fBodyAcc-Z" "LAYING" 21 -0.96709653 -0.94980558
"fBodyAcc-Z" "LAYING" 22 -0.99503211 -0.99463944
"fBodyAcc-Z" "LAYING" 23 -0.98958783 -0.98739613
"fBodyAcc-Z" "LAYING" 24 -0.97813712 -0.98494833
"fBodyAcc-Z" "LAYING" 25 -0.98252179 -0.98408606
"fBodyAcc-Z" "LAYING" 26 -0.99055836 -0.99221131
"fBodyAcc-Z" "LAYING" 27 -0.9903428 -0.98991687
"fBodyAcc-Z" "LAYING" 28 -0.98262056 -0.98271694
"fBodyAcc-Z" "LAYING" 29 -0.99492926 -0.99442691
"fBodyAcc-Z" "LAYING" 30 -0.96453748 -0.92610943
"fBodyAcc-Z" "SITTING" 1 -0.9917396 -0.99467752
"fBodyAcc-Z" "SITTING" 2 -0.97963247 -0.96997769
"fBodyAcc-Z" "SITTING" 3 -0.97881571 -0.96958393
"fBodyAcc-Z" "SITTING" 4 -0.9777713 -0.95271848
"fBodyAcc-Z" "SITTING" 5 -0.98078084 -0.96541796
"fBodyAcc-Z" "SITTING" 6 -0.88558167 -0.87424831
"fBodyAcc-Z" "SITTING" 7 -0.98499142 -0.97894359
"fBodyAcc-Z" "SITTING" 8 -0.91474411 -0.90449105
"fBodyAcc-Z" "SITTING" 9 -0.52402313 -0.27857885
"fBodyAcc-Z" "SITTING" 10 -0.99685175 -0.99517814
"fBodyAcc-Z" "SITTING" 11 -0.95117504 -0.96014374
"fBodyAcc-Z" "SITTING" 12 -0.97971138 -0.9482324
"fBodyAcc-Z" "SITTING" 13 -0.98872143 -0.98837677
"fBodyAcc-Z" "SITTING" 14 -0.99016954 -0.99119004
"fBodyAcc-Z" "SITTING" 15 -0.97785556 -0.98049432
"fBodyAcc-Z" "SITTING" 16 -0.9841477 -0.9860068
"fBodyAcc-Z" "SITTING" 17 -0.97675788 -0.96497517
"fBodyAcc-Z" "SITTING" 18 -0.99343208 -0.99234727
"fBodyAcc-Z" "SITTING" 19 -0.99021766 -0.98473166
"fBodyAcc-Z" "SITTING" 20 -0.97136334 -0.96459162
"fBodyAcc-Z" "SITTING" 21 -0.97979585 -0.98425178
"fBodyAcc-Z" "SITTING" 22 -0.98424322 -0.97491037
"fBodyAcc-Z" "SITTING" 23 -0.92651564 -0.89014434
"fBodyAcc-Z" "SITTING" 24 -0.97104754 -0.97044608
"fBodyAcc-Z" "SITTING" 25 -0.87799725 -0.80145391
"fBodyAcc-Z" "SITTING" 26 -0.8661104 -0.82367191
"fBodyAcc-Z" "SITTING" 27 -0.98847457 -0.98363733
"fBodyAcc-Z" "SITTING" 28 -0.82504397 -0.68322536
"fBodyAcc-Z" "SITTING" 29 -0.93406755 -0.91792586
"fBodyAcc-Z" "SITTING" 30 -0.99227594 -0.99100214
"fBodyAcc-Z" "STANDING" 1 -0.98579519 -0.98024468
"fBodyAcc-Z" "STANDING" 2 -0.98119964 -0.99326742
"fBodyAcc-Z" "STANDING" 3 -0.87089432 -0.77318609
"fBodyAcc-Z" "STANDING" 4 -0.93587153 -0.93721556
"fBodyAcc-Z" "STANDING" 5 -0.70898559 -0.61041077
"fBodyAcc-Z" "STANDING" 6 -0.95496508 -0.96673267
"fBodyAcc-Z" "STANDING" 7 -0.96970794 -0.95971784
"fBodyAcc-Z" "STANDING" 8 -0.98827068 -0.99400092
"fBodyAcc-Z" "STANDING" 9 -0.93222233 -0.90613196
"fBodyAcc-Z" "STANDING" 10 -0.91679558 -0.86789771
"fBodyAcc-Z" "STANDING" 11 -0.98839438 -0.99013058
"fBodyAcc-Z" "STANDING" 12 -0.95329024 -0.95584467
"fBodyAcc-Z" "STANDING" 13 -0.95701751 -0.92043611
"fBodyAcc-Z" "STANDING" 14 -0.98626388 -0.98312401
"fBodyAcc-Z" "STANDING" 15 -0.97998543 -0.96950014
"fBodyAcc-Z" "STANDING" 16 -0.99189134 -0.98854701
"fBodyAcc-Z" "STANDING" 17 -0.98468253 -0.99278629
"fBodyAcc-Z" "STANDING" 18 -0.96256002 -0.94531297
"fBodyAcc-Z" "STANDING" 19 -0.98861403 -0.98918019
"fBodyAcc-Z" "STANDING" 20 -0.95035126 -0.92754725
"fBodyAcc-Z" "STANDING" 21 -0.8934242 -0.8532653
"fBodyAcc-Z" "STANDING" 22 -0.96269083 -0.94226365
"fBodyAcc-Z" "STANDING" 23 -0.95237001 -0.89895896
"fBodyAcc-Z" "STANDING" 24 -0.98457993 -0.97994716
"fBodyAcc-Z" "STANDING" 25 -0.98586481 -0.98442576
"fBodyAcc-Z" "STANDING" 26 -0.97339826 -0.97629458
"fBodyAcc-Z" "STANDING" 27 -0.97305941 -0.94530404
"fBodyAcc-Z" "STANDING" 28 -0.85095487 -0.74974852
"fBodyAcc-Z" "STANDING" 29 -0.96375752 -0.93266013
"fBodyAcc-Z" "STANDING" 30 -0.94467563 -0.92231204
"fBodyAcc-Z" "WALKING" 1 -0.42664059 -0.28298406
"fBodyAcc-Z" "WALKING" 2 -0.45839022 -0.50644402
"fBodyAcc-Z" "WALKING" 3 -0.36105676 -0.3905558
"fBodyAcc-Z" "WALKING" 4 -0.67792966 -0.64970971
"fBodyAcc-Z" "WALKING" 5 -0.52117156 -0.55749433
"fBodyAcc-Z" "WALKING" 6 -0.64778468 -0.64770234
"fBodyAcc-Z" "WALKING" 7 0.20511089 0.27791783
"fBodyAcc-Z" "WALKING" 8 -0.39955127 -0.42388826
"fBodyAcc-Z" "WALKING" 9 -0.28684838 -0.095789981
"fBodyAcc-Z" "WALKING" 10 -0.41244168 -0.48115543
"fBodyAcc-Z" "WALKING" 11 -0.63301668 -0.42772601
"fBodyAcc-Z" "WALKING" 12 -0.23577837 -0.35867588
"fBodyAcc-Z" "WALKING" 13 -0.28117378 -0.3487808
"fBodyAcc-Z" "WALKING" 14 -0.19279825 0.051621811
"fBodyAcc-Z" "WALKING" 15 -0.51007038 -0.51858355
"fBodyAcc-Z" "WALKING" 16 -0.26645667 -0.40505442
"fBodyAcc-Z" "WALKING" 17 -0.33101771 -0.1542928
"fBodyAcc-Z" "WALKING" 18 -0.60207513 -0.48927139
"fBodyAcc-Z" "WALKING" 19 0.37836902 -0.049015341
"fBodyAcc-Z" "WALKING" 20 -0.37830127 -0.3634521
"fBodyAcc-Z" "WALKING" 21 -0.25690916 -0.027159671
"fBodyAcc-Z" "WALKING" 22 -0.25898127 -0.24984058
"fBodyAcc-Z" "WALKING" 23 0.21086344 0.19683178
"fBodyAcc-Z" "WALKING" 24 -0.38327947 -0.29065392
"fBodyAcc-Z" "WALKING" 25 -0.49363114 -0.44286795
"fBodyAcc-Z" "WALKING" 26 -0.3033224 -0.35618822
"fBodyAcc-Z" "WALKING" 27 -0.39839252 -0.41013923
"fBodyAcc-Z" "WALKING" 28 -0.4052163 -0.24006789
"fBodyAcc-Z" "WALKING" 29 -0.2788887 -0.22326733
"fBodyAcc-Z" "WALKING" 30 -0.40368279 -0.12461121
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 1 -0.37861268 -0.30679667
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 2 -0.31978221 -0.33921413
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 3 -0.45467432 -0.51373498
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 4 -0.39344482 -0.48492129
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 5 -0.42024744 -0.26675847
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 6 0.10118088 -0.36520442
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 7 -0.092763555 0.17666269
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 8 0.041365903 -0.060375654
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 9 0.19846084 0.094839255
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 10 -0.2460745 -0.38052322
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 11 -0.38826049 -0.34815216
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 12 -0.51788143 -0.58266733
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 13 -0.1895419 -0.2530913
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 14 0.53443811 0.6624458
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 15 -0.25399886 -0.41354746
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 16 0.21046022 0.1880136
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 17 -0.43295091 -0.41759564
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 18 -0.60721194 -0.50265488
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 19 0.2690055 -0.026367004
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 20 -0.20711179 -0.38095536
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 21 -0.047075963 -0.19795375
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 22 -0.34851701 -0.3583047
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 23 0.28342706 0.13803935
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 24 -0.17501671 -0.3650488
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 25 -0.54483724 -0.306121
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 26 -0.35683994 -0.39046755
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 27 -0.2265434 -0.2342045
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 28 -0.46031387 -0.56304573
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 29 -0.20658706 -0.28985063
"fBodyAcc-Z" "WALKING_DOWNSTAIRS" 30 -0.45002412 -0.34837633
"fBodyAcc-Z" "WALKING_UPSTAIRS" 1 -0.45193372 0.050974006
"fBodyAcc-Z" "WALKING_UPSTAIRS" 2 -0.43852121 -0.3356283
"fBodyAcc-Z" "WALKING_UPSTAIRS" 3 -0.52920427 -0.26282169
"fBodyAcc-Z" "WALKING_UPSTAIRS" 4 -0.55825376 -0.39440375
"fBodyAcc-Z" "WALKING_UPSTAIRS" 5 -0.49465312 -0.25238683
"fBodyAcc-Z" "WALKING_UPSTAIRS" 6 -0.38793636 -0.3017509
"fBodyAcc-Z" "WALKING_UPSTAIRS" 7 -0.36814875 -0.14994031
"fBodyAcc-Z" "WALKING_UPSTAIRS" 8 -0.17131421 0.048024781
"fBodyAcc-Z" "WALKING_UPSTAIRS" 9 -0.35731332 -0.023348506
"fBodyAcc-Z" "WALKING_UPSTAIRS" 10 -0.40327732 -0.31326819
"fBodyAcc-Z" "WALKING_UPSTAIRS" 11 -0.62360736 -0.25532885
"fBodyAcc-Z" "WALKING_UPSTAIRS" 12 -0.63292462 -0.40029397
"fBodyAcc-Z" "WALKING_UPSTAIRS" 13 -0.20266378 0.11173744
"fBodyAcc-Z" "WALKING_UPSTAIRS" 14 0.044968624 0.61645077
"fBodyAcc-Z" "WALKING_UPSTAIRS" 15 -0.55324028 -0.4927313
"fBodyAcc-Z" "WALKING_UPSTAIRS" 16 -0.38509666 -0.10630324
"fBodyAcc-Z" "WALKING_UPSTAIRS" 17 -0.53746716 -0.37325619
"fBodyAcc-Z" "WALKING_UPSTAIRS" 18 -0.63198061 -0.26207344
"fBodyAcc-Z" "WALKING_UPSTAIRS" 19 -0.14422331 0.039111069
"fBodyAcc-Z" "WALKING_UPSTAIRS" 20 -0.40980668 -0.28363178
"fBodyAcc-Z" "WALKING_UPSTAIRS" 21 -0.31508144 -0.23695229
"fBodyAcc-Z" "WALKING_UPSTAIRS" 22 -0.23765659 -0.1691017
"fBodyAcc-Z" "WALKING_UPSTAIRS" 23 -0.068811545 0.10279011
"fBodyAcc-Z" "WALKING_UPSTAIRS" 24 -0.22212296 -0.19822652
"fBodyAcc-Z" "WALKING_UPSTAIRS" 25 -0.4498967 -0.21675314
"fBodyAcc-Z" "WALKING_UPSTAIRS" 26 -0.50804298 -0.40465443
"fBodyAcc-Z" "WALKING_UPSTAIRS" 27 -0.45137634 -0.12931357
"fBodyAcc-Z" "WALKING_UPSTAIRS" 28 -0.36013309 -0.19564801
"fBodyAcc-Z" "WALKING_UPSTAIRS" 29 -0.44775709 0.058775156
"fBodyAcc-Z" "WALKING_UPSTAIRS" 30 -0.27280087 0.28940963
"fBodyAccJerk-X" "LAYING" 1 -0.96225497 -0.97312918
"fBodyAccJerk-X" "LAYING" 2 -0.98684333 -0.98927593
"fBodyAccJerk-X" "LAYING" 3 -0.99020891 -0.99133552
"fBodyAccJerk-X" "LAYING" 4 -0.99421106 -0.99724098
"fBodyAccJerk-X" "LAYING" 5 -0.99088764 -0.99183491
"fBodyAccJerk-X" "LAYING" 6 -0.98577969 -0.98273868
"fBodyAccJerk-X" "LAYING" 7 -0.9525101 -0.95643023
"fBodyAccJerk-X" "LAYING" 8 -0.99235627 -0.99249188
"fBodyAccJerk-X" "LAYING" 9 -0.97014514 -0.97348023
"fBodyAccJerk-X" "LAYING" 10 -0.99283737 -0.99376039
"fBodyAccJerk-X" "LAYING" 11 -0.99312241 -0.99318221
"fBodyAccJerk-X" "LAYING" 12 -0.98379598 -0.98411929
"fBodyAccJerk-X" "LAYING" 13 -0.99146331 -0.99083692
"fBodyAccJerk-X" "LAYING" 14 -0.80316502 -0.81526608
"fBodyAccJerk-X" "LAYING" 15 -0.98532265 -0.98971856
"fBodyAccJerk-X" "LAYING" 16 -0.9857438 -0.98972684
"fBodyAccJerk-X" "LAYING" 17 -0.99103418 -0.99229162
"fBodyAccJerk-X" "LAYING" 18 -0.99072341 -0.99037027
"fBodyAccJerk-X" "LAYING" 19 -0.97935985 -0.98104765
"fBodyAccJerk-X" "LAYING" 20 -0.99430896 -0.99461924
"fBodyAccJerk-X" "LAYING" 21 -0.98538655 -0.98473212
"fBodyAccJerk-X" "LAYING" 22 -0.99246179 -0.99354774
"fBodyAccJerk-X" "LAYING" 23 -0.9873492 -0.99055011
"fBodyAccJerk-X" "LAYING" 24 -0.99037789 -0.99159093
"fBodyAccJerk-X" "LAYING" 25 -0.990285 -0.99290196
"fBodyAccJerk-X" "LAYING" 26 -0.99064484 -0.99227581
"fBodyAccJerk-X" "LAYING" 27 -0.99053477 -0.99018646
"fBodyAccJerk-X" "LAYING" 28 -0.98895184 -0.99199368
"fBodyAccJerk-X" "LAYING" 29 -0.99459305 -0.99532238
"fBodyAccJerk-X" "LAYING" 30 -0.9919785 -0.99366682
"fBodyAccJerk-X" "SITTING" 1 -0.99620229 -0.99513412
"fBodyAccJerk-X" "SITTING" 2 -0.99147166 -0.99275211
"fBodyAccJerk-X" "SITTING" 3 -0.99134865 -0.99223172
"fBodyAccJerk-X" "SITTING" 4 -0.97962679 -0.98207812
"fBodyAccJerk-X" "SITTING" 5 -0.98659108 -0.98545883
"fBodyAccJerk-X" "SITTING" 6 -0.97160824 -0.96851287
"fBodyAccJerk-X" "SITTING" 7 -0.99566982 -0.99201763
"fBodyAccJerk-X" "SITTING" 8 -0.90856616 -0.90388406
"fBodyAccJerk-X" "SITTING" 9 -0.97505013 -0.97491065
"fBodyAccJerk-X" "SITTING" 10 -0.99640241 -0.99634368
"fBodyAccJerk-X" "SITTING" 11 -0.96586333 -0.96800535
"fBodyAccJerk-X" "SITTING" 12 -0.99078855 -0.99211397
"fBodyAccJerk-X" "SITTING" 13 -0.99481312 -0.99593531
"fBodyAccJerk-X" "SITTING" 14 -0.99520769 -0.99525907
"fBodyAccJerk-X" "SITTING" 15 -0.98064946 -0.98496028
"fBodyAccJerk-X" "SITTING" 16 -0.9900123 -0.98884945
"fBodyAccJerk-X" "SITTING" 17 -0.99763249 -0.99782532
"fBodyAccJerk-X" "SITTING" 18 -0.99535657 -0.99590273
"fBodyAccJerk-X" "SITTING" 19 -0.99533876 -0.99688426
"fBodyAccJerk-X" "SITTING" 20 -0.98544088 -0.98790376
"fBodyAccJerk-X" "SITTING" 21 -0.98882933 -0.99135421
"fBodyAccJerk-X" "SITTING" 22 -0.99507661 -0.99557672
"fBodyAccJerk-X" "SITTING" 23 -0.98815755 -0.99041278
"fBodyAccJerk-X" "SITTING" 24 -0.99140649 -0.99263243
"fBodyAccJerk-X" "SITTING" 25 -0.96396852 -0.95615752
"fBodyAccJerk-X" "SITTING" 26 -0.98921788 -0.98885189
"fBodyAccJerk-X" "SITTING" 27 -0.9961603 -0.99602284
"fBodyAccJerk-X" "SITTING" 28 -0.93827171 -0.94197732
"fBodyAccJerk-X" "SITTING" 29 -0.99059407 -0.99335877
"fBodyAccJerk-X" "SITTING" 30 -0.99359083 -0.99493363
"fBodyAccJerk-X" "STANDING" 1 -0.98981061 -0.98799022
"fBodyAccJerk-X" "STANDING" 2 -0.99030838 -0.99339737
"fBodyAccJerk-X" "STANDING" 3 -0.97407886 -0.98048061
"fBodyAccJerk-X" "STANDING" 4 -0.99216785 -0.99599564
"fBodyAccJerk-X" "STANDING" 5 -0.97919632 -0.98087466
"fBodyAccJerk-X" "STANDING" 6 -0.97030615 -0.98041721
"fBodyAccJerk-X" "STANDING" 7 -0.98021234 -0.98286508
"fBodyAccJerk-X" "STANDING" 8 -0.99748913 -0.99774728
"fBodyAccJerk-X" "STANDING" 9 -0.97788819 -0.98239559
"fBodyAccJerk-X" "STANDING" 10 -0.94943751 -0.95085746
"fBodyAccJerk-X" "STANDING" 11 -0.99062952 -0.99245776
"fBodyAccJerk-X" "STANDING" 12 -0.93334392 -0.94007347
"fBodyAccJerk-X" "STANDING" 13 -0.98101972 -0.98040003
"fBodyAccJerk-X" "STANDING" 14 -0.99231729 -0.992765
"fBodyAccJerk-X" "STANDING" 15 -0.99290324 -0.99268517
"fBodyAccJerk-X" "STANDING" 16 -0.99642233 -0.99704223
"fBodyAccJerk-X" "STANDING" 17 -0.99604254 -0.9959814
"fBodyAccJerk-X" "STANDING" 18 -0.98099128 -0.97720457
"fBodyAccJerk-X" "STANDING" 19 -0.99325163 -0.99436151
"fBodyAccJerk-X" "STANDING" 20 -0.97215673 -0.97581465
"fBodyAccJerk-X" "STANDING" 21 -0.94525171 -0.94631269
"fBodyAccJerk-X" "STANDING" 22 -0.97793328 -0.9802125
"fBodyAccJerk-X" "STANDING" 23 -0.98578476 -0.98663083
"fBodyAccJerk-X" "STANDING" 24 -0.99178533 -0.99298705
"fBodyAccJerk-X" "STANDING" 25 -0.9931332 -0.99354221
"fBodyAccJerk-X" "STANDING" 26 -0.97063423 -0.97381284
"fBodyAccJerk-X" "STANDING" 27 -0.99188616 -0.99144454
"fBodyAccJerk-X" "STANDING" 28 -0.97363114 -0.96885341
"fBodyAccJerk-X" "STANDING" 29 -0.99412618 -0.99573957
"fBodyAccJerk-X" "STANDING" 30 -0.98336698 -0.98371881
"fBodyAccJerk-X" "WALKING" 1 -0.38067403 -0.33451265
"fBodyAccJerk-X" "WALKING" 2 -0.28937293 -0.28941465
"fBodyAccJerk-X" "WALKING" 3 -0.2801056 -0.34867892
"fBodyAccJerk-X" "WALKING" 4 -0.3081246 -0.40415153
"fBodyAccJerk-X" "WALKING" 5 -0.35940808 -0.4330331
"fBodyAccJerk-X" "WALKING" 6 -0.084679131 -0.16692606
"fBodyAccJerk-X" "WALKING" 7 -0.46665701 -0.48304577
"fBodyAccJerk-X" "WALKING" 8 -0.39825741 -0.38684791
"fBodyAccJerk-X" "WALKING" 9 -0.21774597 0.011234214
"fBodyAccJerk-X" "WALKING" 10 -0.083007334 0.014945585
"fBodyAccJerk-X" "WALKING" 11 -0.59294463 -0.55545033
"fBodyAccJerk-X" "WALKING" 12 -0.24227467 -0.14168376
"fBodyAccJerk-X" "WALKING" 13 -0.11336916 -0.036670362
"fBodyAccJerk-X" "WALKING" 14 -0.4673637 -0.49504469
"fBodyAccJerk-X" "WALKING" 15 -0.44155518 -0.45500763
"fBodyAccJerk-X" "WALKING" 16 -0.47314743 -0.41549865
"fBodyAccJerk-X" "WALKING" 17 -0.4185812 -0.44069155
"fBodyAccJerk-X" "WALKING" 18 -0.55387379 -0.52493309
"fBodyAccJerk-X" "WALKING" 19 0.29567123 0.45606413
"fBodyAccJerk-X" "WALKING" 20 -0.11365222 -0.11622788
"fBodyAccJerk-X" "WALKING" 21 -0.016140065 0.20593365
"fBodyAccJerk-X" "WALKING" 22 -0.013942339 0.17761919
"fBodyAccJerk-X" "WALKING" 23 -0.20309158 -0.18948789
"fBodyAccJerk-X" "WALKING" 24 -0.56616299 -0.57738096
"fBodyAccJerk-X" "WALKING" 25 -0.6219543 -0.61178597
"fBodyAccJerk-X" "WALKING" 26 -0.41847926 -0.34586856
"fBodyAccJerk-X" "WALKING" 27 -0.36967689 -0.3647149
"fBodyAccJerk-X" "WALKING" 28 -0.5169104 -0.41810492
"fBodyAccJerk-X" "WALKING" 29 -0.22371062 -0.32259048
"fBodyAccJerk-X" "WALKING" 30 -0.41289746 -0.4430373
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 1 0.02642655 -0.0075307969
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 2 -0.16288395 -0.24855583
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 3 -0.13456234 -0.23514088
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 4 0.080432419 0.015275855
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 5 -0.17985163 -0.22308235
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 6 0.27661477 0.15780692
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 7 -0.0024842167 0.16815285
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 8 0.1473106 0.077690368
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 9 0.11148794 0.12560937
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 10 0.10329003 -0.047703512
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 11 -0.16807887 -0.20349405
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 12 0.087342714 0.06970176
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 13 -0.19069809 -0.1669271
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 14 0.067886914 -0.13610174
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 15 0.10111214 0.058336963
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 16 0.074999793 -0.064925452
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 17 -0.35200706 -0.12799726
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 18 -0.37763989 -0.44979873
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 19 0.65161476 0.45175607
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 20 -0.22597787 -0.25492873
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 21 -0.023643211 -0.047287607
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 22 0.027167997 0.047419181
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 23 0.29807969 0.27221108
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 24 -0.44175942 -0.45645419
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 25 -0.63876851 -0.57787236
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 26 -0.23227049 -0.26670335
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 27 -0.10457233 -0.077123203
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 28 0.028330302 -0.051464614
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 29 0.022993468 0.033695247
"fBodyAccJerk-X" "WALKING_DOWNSTAIRS" 30 -0.45830332 -0.52430833
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 1 -0.36883762 -0.45236765
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 2 -0.12203994 -0.28428047
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 3 -0.60038456 -0.52193538
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 4 -0.30293202 -0.34328674
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 5 -0.34585835 -0.41263808
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 6 -0.099655829 -0.067057937
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 7 -0.54073025 -0.49438839
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 8 0.0087269442 0.018131087
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 9 -0.36129497 -0.2165193
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 10 -0.13655934 -0.18389665
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 11 -0.55379094 -0.43466828
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 12 -0.43621001 -0.39455033
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 13 -0.35447603 -0.38810347
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 14 -0.50666591 -0.53436719
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 15 -0.18000834 -0.25109091
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 16 -0.4996196 -0.47989739
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 17 -0.35340207 -0.25022368
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 18 -0.64623345 -0.63371892
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 19 -0.34082169 -0.17311765
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 20 -0.3270554 -0.065590122
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 21 -0.36894124 -0.38160247
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 22 -0.18740006 -0.06616139
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 23 -0.36902127 -0.47595103
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 24 -0.52383296 -0.47849204
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 25 -0.64596297 -0.70148974
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 26 -0.28930074 -0.36197081
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 27 -0.53650316 -0.42788869
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 28 -0.33773237 -0.34396033
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 29 -0.26818789 -0.27810443
"fBodyAccJerk-X" "WALKING_UPSTAIRS" 30 -0.35676803 -0.34247075
"fBodyAccJerk-Y" "LAYING" 1 -0.98307298 -0.98770558
"fBodyAccJerk-Y" "LAYING" 2 -0.98760613 -0.99077657
"fBodyAccJerk-Y" "LAYING" 3 -0.96966748 -0.97384707
"fBodyAccJerk-Y" "LAYING" 4 -0.98093908 -0.98053996
"fBodyAccJerk-Y" "LAYING" 5 -0.97671589 -0.97431128
"fBodyAccJerk-Y" "LAYING" 6 -0.97791001 -0.98064272
"fBodyAccJerk-Y" "LAYING" 7 -0.95877471 -0.95857903
"fBodyAccJerk-Y" "LAYING" 8 -0.99035285 -0.99413465
"fBodyAccJerk-Y" "LAYING" 9 -0.97746638 -0.97500712
"fBodyAccJerk-Y" "LAYING" 10 -0.99257554 -0.99214505
"fBodyAccJerk-Y" "LAYING" 11 -0.98725516 -0.98600937
"fBodyAccJerk-Y" "LAYING" 12 -0.98247249 -0.98218985
